product_id,source,source_product_id,name,description,composition,materials,care,product_url,category_urls,department,base_price,currency,colors,sizes,source_last_seen_at,status,evidence_file,classification,completeness
zara-us:05536105,zara_us_public,05536105,RIBBED-WAIST KNIT MIDI DRESS,Midi dress with a mock neck and wide short sleeves. Features a wide ribbed waistband and button-front closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""44% polyester, 34% polyamide, 19% acrylic, 3% wool""}]",polyester/polyamide/acrylic,,https://www.zara.com/us/en/ribbed-waist-midi-knit-dress-p05536105.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,69.90,USD,"[""Brown / Taupe""]","[""L"", ""M"", ""S"", ""XL""]",2026-09-06T04:28:00.502Z,observed,data\raw\zara\05536105.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:06085325,zara_us_public,06085325,FLUID ABSTRACT PRINT SHIRT,"Relaxed-fit shirt crafted from a fluid viscose-blend fabric. Features a bowling collar, short sleeves, side-slit hem, and front button closure.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""82% viscose, 18% polyamide""}]",viscose/polyamide,,https://www.zara.com/us/en/abstract-print-fluid-shirt-p06085325.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,59.90,USD,"[""Khaki""]","[""L"", ""M"", ""S"", ""XL""]",2026-09-06T04:25:08.306Z,observed,data\raw\zara\06085325.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:06929284,zara_us_public,06929284,TRF DENIM SHOULDER-PAD DRESS,"Fitted mini dress with a round neck, sleeveless design and shoulder pads. Back zip closure.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""95% cotton, 4% polyester, 1% elastane""}]",cotton/polyester/elastane,,https://www.zara.com/us/en/trf-denim-shoulder-pad-dress-p06929284.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,69.90,USD,"[""Dark indigo""]","[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]",2026-09-06T04:27:24.655Z,observed,data\raw\zara\06929284.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:06987370,zara_us_public,06987370,REGULAR FIT DENIM WESTERN SHIRT,Regular fit shirt crafted from cotton denim. Lapel collar and long sleeves finished with snap-button cuffs. Patch pockets with flaps on the chest. Washed effect. Front snap-button fastening.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""100% cotton""}]",100% cotton,"- link ""Skip to main content"":
  - /url: ""#main""
  - generic: Skip to main content
- banner:
  - button ""Open Menu""
  - link ""Search"":
    - /url: https://www.zara.com/us/en/search/home
    - generic: Search
  - navigation:
    - list:
      - link ""Cart empty"":
        - /url: https://www.zara.com/us/en/shop/cart
        - generic: Bag
        - status:
          - generic: ""0""
      - link ""LOG IN"":
        - /url: https://www.zara.com/us/en/logon
      - link ""Help"":
        - /url: https://www.zara.com/us/en/help-center
        - generic: Help
- main:
  - article:
    - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 0"":
      - img ""Blue striped shirt set with a button closure and front flap pockets, washed beige pants, belt, and black shoes.""
    - generic: NEW
    - heading ""REGULAR FIT DENIM WESTERN SHIRT"" [level=1]
    - button ""Add item to wishlist"":
    - generic: $ 59.90
    - separator
    - list:
      - button ""Striped"":
        - generic: Striped
      - button ""Charcoal"":
        - generic: Charcoal
      - button ""Mid-blue"":
        - generic: Mid-blue
      - button ""Khaki"":
        - generic: Khaki
    - paragraph:
      - text: Striped
      - button ""|6987/370/105""
    - heading ""Add to cart"" [level=2]
    - button ""Add REGULAR FIT DENIM WESTERN SHIRT"":
      - generic: Add
    - button ""Apple Pay"":
    - heading ""Description"" [level=2]
    - paragraph: Regular fit shirt crafted from cotton denim. Lapel collar and long sleeves finished with snap-button cuffs. Patch pockets with flaps on the chest. Washed effect. Front snap-button fastening.
    - region ""Complete your look"":
      - heading ""Complete your look"" [level=2]
      - list:
        - link ""Zara COTTON-LINEN REGULAR FIT SHIRT - White"":
          - /url: https://www.zara.com/us/en/cotton-linen-regular-fit-shirt-p00975785.html
          - img ""Front view of a long-sleeve white shirt. Lapel collar, front button closure, and button cuffs.""
        - link ""Zara LIGHTWEIGHT COTTON-HEMP JEANS - Light beige"":
          - /url: https://www.zara.com/us/en/lightweight-cotton-hemp-blend-jeans-p03991301.html
          - img ""Front view of light beige straight-leg trousers. Features front pockets, belt loops at the waist, and a front button closure.""
        - link ""Zara DRESS LEATHER BELT - Brown"":
          - /url: https://www.zara.com/us/en/dress-leather-belt-p02823305.html
          - img ""Front view of a brown belt with edge stitching, gold buckle closure, and keeper loop.""
        - link ""Zara COWBOY BOOTS - Black"":
          - /url: https://www.zara.com/us/en/cowboy-boots-p12015820.html
          - img ""Side view of a black mid-shaft ankle boot with a curved top edge, side pull tab, decorative stitching, pointed toe, and block heel.""
    - list:
      - button ""Product Measurements"":
        - generic: Product Measurements
      - button ""Composition & care""
      - button ""Check in-store availability""
      - button ""Shipping, Exchanges and Returns"":
        - generic: Shipping, Exchanges and Returns
    - generic: ""Composition: 100% cotton""
    - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 1"":
      - img ""Long-sleeve striped shirt set with front flap pockets, white T-shirt, black belt, and light-colored pants.""
    - list:
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 2"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 2""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 3"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 3""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 4"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 4""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 5"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 5""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 6"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 6""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 7"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 7""
      - button ""Enlarge image Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 8"":
        - img ""Zara REGULAR FIT DENIM WESTERN SHIRT - Striped - Image 8""
- contentinfo:
  - heading ""Footer"" [level=2]
  - heading ""Help"" [level=3]
  - list:
    - link ""My Zara account"":
      - /url: /us/en/help-center/RegisterAndLogin
    - link ""Items and sizes"":
      - /url: /us/en/help-center/ItemsAvailability
    - link ""Gift options"":
      - /url: /us/en/help-center/GiftCard
    - link ""Deliveries"":
      - /url: /us/en/help-center/DeliveryMethods
    - link ""Payments and invoices"":
      - /url: /us/en/help-center/PaymentMethods
    - link ""My purchases"":
      - /url: /us/en/help-center/OnlinePurchases
    - link ""Exchanges, returns, and refund"":
      - /url: /us/en/help-center/HowToReturn
    - link ""Zara Pre-Owned"":
      - /url: /us/en/help-center/ZaraPreownedInfo
    - link ""Zara Experiences"":
      - /url: /us/en/help-center/Newsletter
  - heading ""Follow us"" [level=3]
  - list:
    - link ""Newsletter"":
      - /url: /us/en/z-newsletter-nl1400.html
    - link ""Tiktok"":
      - /url: https://www.tiktok.com/@zara
    - link ""Instagram"":
      - /url: https://www.instagram.com/zara/
    - link ""Facebook"":
      - /url: https://www.facebook.com/Zara
    - link ""Pinterest"":
      - /url: https://es.pinterest.com/zaraofficial
    - link ""Youtube"":
      - /url: http://www.youtube.com/user/zara
  - heading ""Company"" [level=3]
  - list:
    - link ""About us"":
      - /url: /us/en/z-company-l1391.html
    - link ""Join Life"":
      - /url: /us/en/z-join-life-mkt1399.html
    - link ""Offices"":
      - /url: /us/en/z-company-offices-corp18529.html
    - link ""Stores"":
      - /url: /us/en/z-stores-st1404.html
    - link ""Work with us"":
      - /url: /us/en/work-with-us-mkt8081.html
  - heading ""Policies"" [level=3]
  - list:
    - link ""Privacy policy"":
      - /url: https://static.zara.net/static//pdfs/US/privacy-policy/privacy-policy-en_US-20260903.pdf
    - link ""Use of AI"":
      - /url: https://static.zara.net/static/pdfs/ZARA/image-ai-terms/image-ai-terms-en_20260727_v1.pdf
    - link ""Terms of use"":
      - /url: https://static.zara.net/static//pdfs/US/terms-and-conditions/terms-and-conditions-en_US-20250829.pdf
    - link ""Gift Card Conditions"":
      - /url: https://static.zara.net/static/pdfs/US/giftcard-conditions/giftcard-conditions-en_US-20240723.pdf
    - link ""California Supply Chains Act"":
      - /url: https://static.zara.net/static/pdfs/US/act-on-supply-chains/act-on-supply-chains-en_US-20260902.pdf
    - link ""Website accessibility"":
      - /url: /us/en/z-company-l1391.html?v1=11112
    - link ""Accessibility statement"":
      - /url: https://static.zara.net/static//pdfs/US/accessibility-declaration/accessibility-declaration-en_US-20200305.pdf
    - button ""COOKIE SETTINGS""
    - button ""Cookie and Ad Preferences""
    - link ""California ab 1305 disclosure statement"":
      - /url: https://www.inditex.com/itxcomweb/api/media/d6d06b5c-4a2f-431d-915f-ce8ca9e95181/Sustainabilityreport2024.pdf?t=1756810205890#page=58
  - navigation ""Breadcrumbs Trail"":
    - list:
      - link ""ZARA"":
        - /url: https://www.zara.com/
      - text: /
      - link ""REGULAR FIT DENIM WESTERN SHIRT"":
        - /url: ""#main""
  - list ""Available stores"":
    - button ""United States""
  - list ""Available languages"":
    - listitem: English|
    - link ""Español"":
      - /url: /us/es/camisa-western-denim-regular-fit-p06987370.html
  - generic: © All rights reserved
- dialog ""Composition & care"":
  - button ""Close"" [active]:
  - generic: COMPOSITION & CARE
  - generic: COMPOSITION
  - generic: OUTER SHELL
  - generic: 100% cotton
  - generic: ""Which has at least:""
  - generic: OUTER SHELL
  - generic: 30% RCS-certified recycled cotton
  - generic: 70% OCS certified organically grown cotton
  - generic: Certified materials
  - generic: RCS CERTIFIED RECYCLED COTTON
  - generic: This fiber is made from recycled cotton textile waste. Using recycled materials helps limit the consumption of raw materials. It is certified to the Recycled Claim Standard (RCS), which verifies the recycled content and tracks it from source to final product.
  - generic: Certified by Intertek 193341
  - link ""More information"":
    - /url: https://www.zara.com/us/en/sostenibilidad-web-verde-l1453.html?v1=2247135
    - generic: More information
  - generic: OCS CERTIFIED ORGANICALLY GROWN COTTON
  - generic: This fiber is produced without using artificial fertilizers or pesticides and is grown from seeds that have not been genetically modified. We are currently working with the Organic Content Standard (OCS) that supervises the process from the source to the end product.
  - generic: Certified by Intertek 193341
  - link ""More information"":
    - /url: https://www.zara.com/us/en/sostenibilidad-web-verde-l1453.html?v1=2247135
    - generic: More information
  - generic: CARE
  - generic: Take care of your clothes to lengthen their useful life.
  - text: Wash your garments only when needed. Washing processes damage textiles over time.
  - link ""Clothing care guide"":
    - /url: https://www.zara.com/us/en/sustainability-clothing-care-l3129.html?v1=1596204
  - list:
    - generic: Hand wash max 30ºC/86ºF
    - generic: Do not use bleach / whitener
    - generic: Iron maximum 110ºC/230ºF
    - generic: Tetrachloroethylene Dry Clean
    - generic: Low temperature dryer may be used
  - generic: ORIGIN
  - generic: Made in Bangladesh",https://www.zara.com/us/en/regular-fit-denim-western-shirt-p06987370.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,59.90,USD,"[""Charcoal"", ""Khaki"", ""Mid-blue"", ""Striped""]","[""L"", ""M"", ""S"", ""XL""]",2026-09-06T04:23:30.470Z,observed,data\raw\zara\06987370.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07265541,zara_us_public,07265541,MINI FROG FASTENING DRESS,Short sleeveless round neck dress. Decorative front buttons and neckline opening. Front hem slit. Contrasting trim finish. Back hidden in-seam zip closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""48% cotton, 43% polyester, 9% elastane""}]",cotton/polyester/elastane,,https://www.zara.com/us/en/frog-fastening-mini-dress-p07265541.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,69.90,USD,"[""Pink""]","[""L"", ""M"", ""S"", ""XL"", ""XS""]",2026-09-06T04:29:02.480Z,observed,data\raw\zara\07265541.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07545333,zara_us_public,07545333,STRUCTURED REGULAR FIT SHIRT,"REGULAR FIT - EASY IRON - REGULAR COLLAR. Regular fit shirt made from a cotton-blend fabric. Features a spread collar, long sleeves with buttoned cuffs, and a front button closure.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""60% cotton, 40% polyester""}]",cotton/polyester,,https://www.zara.com/us/en/structured-regular-fit-shirt-p07545333.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,49.90,USD,"[""Coral red"", ""Green stripe"", ""White""]","[""L"", ""M"", ""S"", ""XL"", ""XXL""]",2026-09-06T04:24:24.607Z,observed,data\raw\zara\07545333.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07545500,zara_us_public,07545500,TEXTURED REGULAR FIT SHIRT,"REGULAR FIT - STRETCH - SPREAD COLLAR. Regular-fit shirt crafted in an easy-iron fabric that minimizes wrinkles after washing. Features a spread collar, long sleeves with buttoned cuffs, and a front button fastening.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""88% polyamide, 12% elastane""}]",polyamide/elastane,,https://www.zara.com/us/en/structured-regular-fit-shirt-p07545500.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,59.90,USD,"[""Black"", ""White""]","[""L"", ""M"", ""S"", ""XL""]",2026-09-06T04:25:04.396Z,observed,data\raw\zara\07545500.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07545710,zara_us_public,07545710,EASY CARE TEXTURED SHIRT,REGULAR FIT - EASY IRON - SPREAD COLLAR. Shirt crafted in a textured fabric designed for easy everyday care. Regular fit. Spread collar and long sleeves with buttoned cuffs. Front button-up closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""60% cotton, 40% polyester""}]",cotton/polyester,,https://www.zara.com/us/en/easy-care-textured-shirt-p07545710.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,49.90,USD,"[""981"", ""Sky blue"", ""White"", ""White / Navy""]","[""L"", ""M"", ""S"", ""XL"", ""XXL""]",2026-09-06T04:25:01.952Z,observed,data\raw\zara\07545710.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07812332,zara_us_public,07812332,SATIN EFFECT MINI DRESS WITH SLIT,"Mini dress with a high neck, opening, and button. Short sleeves. Matching interior lining. Back hidden in-seam zip closure.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""100% polyester""}, {""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""LINING"", ""value"": ""100% polyester""}]",100% polyester,,https://www.zara.com/us/en/satin-effect-mini-dress-with-slit-p07812332.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,59.90,USD,"[""Black"", ""Bone"", ""Light gray"", ""Red""]","[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]",2026-09-06T04:29:07.363Z,observed,data\raw\zara\07812332.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07845524,zara_us_public,07845524,SHOULDER PAD BELTED SHORT JUMPSUIT,"Short jumpsuit with a draped crossover neckline. Sleeveless design with shoulder pads. Features front pleats and a matching fabric belt with a metallic buckle. Front closure with zipper, metal hooks, and a hidden button.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""70% polyester, 27% viscose, 3% elastane""}]",polyester/viscose/elastane,,https://www.zara.com/us/en/short-shoulder-pad-jumpsuit-with-belt-p07845524.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,79.90,USD,"[""Canvas""]","[""L"", ""M"", ""S"", ""XL"", ""XS""]",2026-09-06T04:29:05.946Z,observed,data\raw\zara\07845524.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07863212,zara_us_public,07863212,TRENCH MINI DRESS WITH SLIT,Mini dress featuring a round neckline with a slit and sleeveless design with shoulder tabs. Front faux flap pockets and decorative button details. Side hidden in-seam zip closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""55% lyocell, 42% cotton, 3% elastane""}, {""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""LINING"", ""value"": """"}]",lyocell/cotton/elastane,,https://www.zara.com/us/en/trench-mini-dress-with-cutout-p07863212.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,69.90,USD,"[""Beige""]","[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]",2026-09-06T04:28:47.924Z,observed,data\raw\zara\07863212.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07904115,zara_us_public,07904115,FROG FASTENING MINI DRESS,Round neck sleeveless dress. Fitted waist with front faux double-welt pockets. Front button detail. Side hidden in-seam zip closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""100% cotton""}, {""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""LINING"", ""value"": ""100% cotton""}]",100% cotton,,https://www.zara.com/us/en/frog-fastening-mini-dress-p07904115.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,89.90,USD,"[""White""]","[""L"", ""M"", ""S"", ""XL"", ""XS""]",2026-09-06T04:28:51.615Z,observed,data\raw\zara\07904115.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:07956576,zara_us_public,07956576,Z1975 MIDI DENIM DRESS,Sleeveless dress with a notched collar and V-neck. Faux button detail at the front. Side seam with hidden zipper closure.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""97% cotton, 3% elastane""}]",cotton/elastane,,https://www.zara.com/us/en/z1975-midi-denim-dress-p07956576.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,69.90,USD,"[""Indigo""]","[""L"", ""M"", ""S"", ""XL"", ""XS""]",2026-09-06T04:29:10.446Z,observed,data\raw\zara\07956576.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:08779637,zara_us_public,08779637,METALLIC YARN RIBBED MAXI DRESS,Long dress with a high neck and long sleeves. Pleated hem.,"[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""90% viscose, 5% polyamide, 5% metallised fibre""}]",viscose/polyamide/metallised fibre,,https://www.zara.com/us/en/metallic-yarn-ribbed-maxi-dress-p08779637.html,"[""https://www.zara.com/us/en/woman-dresses-l1066.html""]",Woman,79.90,USD,"[""Golden""]","[""L"", ""M"", ""S""]",2026-09-06T04:27:46.933Z,observed,data\raw\zara\08779637.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
zara-us:09632350,zara_us_public,09632350,PLAID RELAXED FIT SHIRT,"Relaxed fit shirt crafted from cotton fabric. Features a lapel collar, long sleeves with buttoned cuffs, and a front button placket.","[{""@type"": ""PropertyValue"", ""propertyID"": ""Composition"", ""name"": ""OUTER SHELL"", ""value"": ""100% cotton""}]",100% cotton,,https://www.zara.com/us/en/checked-relaxed-fit-shirt-p09632350.html,"[""https://www.zara.com/us/en/man-shirts-l737.html""]",Man,79.90,USD,"[""Blue""]","[""L"", ""M"", ""S"", ""XL""]",2026-09-06T04:24:19.634Z,observed,data\raw\zara\09632350.json,PUBLICLY OBSERVED,captured JSON-LD only; not guaranteed exhaustive
